observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,german,swahili,enc,distractor1,distractor2,distractor3,response_2,x,correct,distractors,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit
4137c,Introduction delayed retrieval,canvas.Screen,0,weiter,keypress(Space),response,11858.395000012,1207.400000006,1202.85,1252.905,13111.300000012,13115.199999988,2023-03-09T17:09:10Z,13144.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,200,2,20.2.4,https://neurocog.fernuni.ch/studies/vweber/sfink/delayed/index.html?vp=200&sess=2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Win32,de-DE,de,Europe/Zurich,-60,1368,912,1368,713,1368,761,2,production,f5b4a49f956347addd546a832a3327688c2c0fef
4137c,Deep Question,html.Page,1_0_0_0,NA,NA,form submission,4928.5069999881,13115.900000006,13099.806,13144.693,18073.199999988,18073.599999994,2023-03-09T17:09:15Z,18087.34,Konkurrent,mshindani,d,msemaji,mvutaji,kipukusa,a,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,Save data screen,canvas.Screen,1_0_0_1,NA,NA,timeout,504.873,18074.900000006,18071.224,18087.34,18575.384,18576.599999994,2023-03-09T17:09:16Z,18592.213,Konkurrent,mshindani,d,msemaji,mvutaji,kipukusa,NA,NA,0,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,deep,flow.Sequence,1_0_0,NA,NA,completion,5430.691,13115.800000012,13099.806,13144.693,18575.384,18577,2023-03-09T17:09:16Z,18592.213,Konkurrent,mshindani,d,msemaji,mvutaji,kipukusa,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,task,flow.Sequence,1_0,NA,NA,completion,5430.691,13115.800000012,13099.806,13144.693,18575.384,18577.300000012,2023-03-09T17:09:16Z,18592.213,Konkurrent,mshindani,d,msemaji,mvutaji,kipukusa,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,Deep Question,html.Page,1_1_0_0,NA,NA,form submission,1990.287,18577.599999994,18575.384,18592.213,20582.5,20583,2023-03-09T17:09:18Z,20607.005,Verstand,ufahamivu,s,shakawa,hadhari,mhandisi,a,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,Save data screen,canvas.Screen,1_1_0_1,NA,NA,timeout,503.499,20583.900000006,20573.758,20607.005,21093.829,21094.5,2023-03-09T17:09:18Z,21110.504,Verstand,ufahamivu,s,shakawa,hadhari,mhandisi,NA,NA,0,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,deep,flow.Sequence,1_1_0,NA,NA,completion,2501.616,18577.599999994,18575.384,18592.213,21093.829,21094.699999988,2023-03-09T17:09:18Z,21110.504,Verstand,ufahamivu,s,shakawa,hadhari,mhandisi,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,task,flow.Sequence,1_1,NA,NA,completion,2501.616,18577.599999994,18575.384,18592.213,21093.829,21094.900000006,2023-03-09T17:09:18Z,21110.504,Verstand,ufahamivu,s,shakawa,hadhari,mhandisi,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,Deep Question,html.Page,1_2_0_0,NA,NA,form submission,3192.396000006,21095.199999988,21093.829,21110.504,24302.900000006,24303.400000006,2023-03-09T17:09:21Z,24311.776,Symbol,kielezo,s,kinyume,nderemo,utayari,a,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,Save data screen,canvas.Screen,1_2_0_1,NA,NA,timeout,496.413,24304.800000012,24295.078,24311.776,24791.529,24792.599999994,2023-03-09T17:09:22Z,24808.189,Symbol,kielezo,s,kinyume,nderemo,utayari,NA,NA,0,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,deep,flow.Sequence,1_2_0,NA,NA,completion,3681.025,21095.099999994,21093.829,21110.504,24791.529,24793,2023-03-09T17:09:22Z,24808.189,Symbol,kielezo,s,kinyume,nderemo,utayari,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,task,flow.Sequence,1_2,NA,NA,completion,3681.025,21095.099999994,21093.829,21110.504,24791.529,24793.300000012,2023-03-09T17:09:22Z,24808.189,Symbol,kielezo,s,kinyume,nderemo,utayari,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137c,Deep Question,html.Page,1_3_0_0,NA,NA,form submission,1354.5109999881,24793.5,24791.529,24808.189,26162.699999988,26163.199999988,2023-03-09T17:09:23Z,26178.036,Annäherung,maegesho,s,madahili,kujiamini,mapendekezo,a,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
