id	 activity	 block	 run	 trial	 encodingStrategy	 retentionInterval	 textItemSw	 textItemDe	 response	 correct	 rt
104	 PA	 1	 1	 1	 Deep	 Immediate	 mshambulizi	 Angreifer	 	 0	 7.634369
104	 PA	 1	 1	 2	 Deep	 Immediate	 mwimbaji	 Sänger	 	 0	 5.600598
104	 PA	 1	 1	 3	 Deep	 Delayed	 ugeuzaji	 Wechsel	 	 0	 5.977762
104	 PA	 1	 1	 4	 Shallow	 Delayed	 kubadilika	 Flexibilität	 mmasihiya	 0	 8.678201
104	 PA	 1	 1	 5	 Deep	 Delayed	 ukarabati	 Erneuerung	 	 0	 1.806947
104	 PA	 1	 1	 6	 Shallow	 Immediate	 diwani	 Kanzler	 chipukizi	 0	 9.750293
104	 PA	 1	 1	 7	 Shallow	 Immediate	 uhasibu	 Abrechnung	 mgusano	 0	 13.412262
104	 PA	 1	 1	 8	 Shallow	 Delayed	 angahewa	 Atmosphäre	 usikilivu	 0	 12.795661
104	 PA	 1	 2	 1	 Shallow	 Immediate	 diwani	 Kanzler	 diwani	 1	 2.668921
104	 PA	 1	 2	 2	 Deep	 Immediate	 mshambulizi	 Angreifer	 	 0	 4.204523
104	 PA	 1	 2	 3	 Deep	 Delayed	 ugeuzaji	 Wechsel	 	 0	 6.363049
104	 PA	 1	 2	 4	 Shallow	 Delayed	 angahewa	 Atmosphäre	 angahewa	 1	 2.122603
104	 PA	 1	 2	 5	 Shallow	 Delayed	 kubadilika	 Flexibilität	 mshindwa	 0	 7.176729
104	 PA	 1	 2	 6	 Deep	 Delayed	 ukarabati	 Erneuerung	 	 0	 3.538290
104	 PA	 1	 2	 7	 Shallow	 Immediate	 uhasibu	 Abrechnung	 uhasibu	 1	 4.034822
104	 PA	 1	 2	 8	 Deep	 Immediate	 mwimbaji	 Sänger	 	 0	 7.515963
104	 PA	 1	 3	 1	 Shallow	 Delayed	 kubadilika	 Flexibilität	 kubadilika	 1	 6.532606
104	 PA	 1	 3	 2	 Deep	 Immediate	 mwimbaji	 Sänger	 miwbawi	 0	 11.018148
104	 PA	 1	 3	 3	 Deep	 Delayed	 ugeuzaji	 Wechsel	 uagha	 0	 5.082560
104	 PA	 1	 3	 4	 Shallow	 Immediate	 uhasibu	 Abrechnung	 uhasibu	 1	 3.419440
104	 PA	 1	 3	 5	 Deep	 Immediate	 mshambulizi	 Angreifer	 	 0	 2.408761
104	 PA	 1	 3	 6	 Shallow	 Delayed	 angahewa	 Atmosphäre	 angahewa	 1	 5.049773
104	 PA	 1	 3	 7	 Shallow	 Immediate	 diwani	 Kanzler	 diwani	 1	 2.429452
104	 PA	 1	 3	 8	 Deep	 Delayed	 ukarabati	 Erneuerung	 	 0	 2.054314
104	 PA	 1	 4	 1	 Shallow	 Delayed	 angahewa	 Atmosphäre	 fedheha	 0	 2.247203
104	 PA	 1	 4	 2	 Shallow	 Delayed	 kubadilika	 Flexibilität	 kubadilika	 1	 5.972159
104	 PA	 1	 4	 3	 Deep	 Immediate	 mwimbaji	 Sänger	 mwimbji	 0	 18.452129
104	 PA	 1	 4	 4	 Deep	 Delayed	 ukarabati	 Erneuerung	 msha	 0	 11.661735
104	 PA	 1	 4	 5	 Shallow	 Immediate	 uhasibu	 Abrechnung	 uhasibu	 1	 4.128995
104	 PA	 1	 4	 6	 Shallow	 Immediate	 diwani	 Kanzler	 diwani	 1	 2.646682
104	 PA	 1	 4	 7	 Deep	 Delayed	 ugeuzaji	 Wechsel	 	 0	 4.678253
104	 PA	 1	 4	 8	 Deep	 Immediate	 mshambulizi	 Angreifer	 ukarabati	 0	 20.431383
104	 PA	 1	 5	 1	 Shallow	 Immediate	 diwani	 Kanzler	 diwani	 1	 1.726590
104	 PA	 1	 5	 2	 Deep	 Immediate	 mshambulizi	 Angreifer	 mshambulizi	 1	 25.952423
104	 PA	 1	 5	 3	 Deep	 Delayed	 ugeuzaji	 Wechsel	 	 0	 9.806315
104	 PA	 1	 5	 4	 Shallow	 Delayed	 angahewa	 Atmosphäre	 angahewa	 1	 4.163255
104	 PA	 1	 5	 5	 Shallow	 Delayed	 kubadilika	 Flexibilität	 kubadilika	 1	 16.651265
104	 PA	 1	 5	 6	 Deep	 Immediate	 mwimbaji	 Sänger	 ukarazai	 0	 7.317666
104	 PA	 1	 5	 7	 Shallow	 Immediate	 uhasibu	 Abrechnung	 uhasibu	 1	 3.032725
104	 PA	 1	 5	 8	 Deep	 Delayed	 ukarabati	 Erneuerung	 	 0	 8.841739
104	 PA	 1	 6	 1	 Deep	 Immediate	 mwimbaji	 Sänger	 mwimbaji	 1	 10.945815
104	 PA	 1	 6	 2	 Deep	 Delayed	 ugeuzaji	 Wechsel	 ugeuzi	 0	 9.737909
104	 PA	 1	 6	 3	 Shallow	 Delayed	 angahewa	 Atmosphäre	 angahewa	 1	 3.594550
104	 PA	 1	 6	 4	 Shallow	 Immediate	 uhasibu	 Abrechnung	 uhasibu	 1	 3.046615
104	 PA	 1	 6	 5	 Deep	 Immediate	 mshambulizi	 Angreifer	 mshambarazi	 0	 18.241782
104	 PA	 1	 6	 6	 Shallow	 Immediate	 diwani	 Kanzler	 diwani	 1	 1.922036
104	 PA	 1	 6	 7	 Shallow	 Delayed	 kubadilika	 Flexibilität	 kubadilika	 1	 4.026995
104	 PA	 1	 6	 8	 Deep	 Delayed	 ukarabati	 Erneuerung	 ugeuzaki	 0	 22.434418
104	 PA	 1	 7	 1	 Shallow	 Immediate	 diwani	 Kanzler	 diwani	 1	 1.918845
104	 PA	 1	 7	 2	 Deep	 Delayed	 ugeuzaji	 Wechsel	 ugeuzaki	 0	 9.169560
104	 PA	 1	 7	 3	 Shallow	 Delayed	 kubadilika	 Flexibilität	 kubadilika	 1	 4.648636
104	 PA	 1	 7	 4	 Deep	 Immediate	 mwimbaji	 Sänger	 mwimbaji	 1	 11.186325
104	 PA	 1	 7	 5	 Deep	 Delayed	 ukarabati	 Erneuerung	 ukarabati	 1	 6.571222
104	 PA	 1	 7	 6	 Shallow	 Delayed	 angahewa	 Atmosphäre	 angahewa	 1	 3.621327
104	 PA	 1	 7	 7	 Deep	 Immediate	 mshambulizi	 Angreifer	 mshambulizi	 1	 7.140029
104	 PA	 1	 7	 8	 Shallow	 Immediate	 uhasibu	 Abrechnung	 uhasibu	 1	 3.541954
104	 PA	 2	 1	 1	 Shallow	 Delayed	 kinyongo	 Stimmung	 msukumo	 0	 14.082293
104	 PA	 2	 1	 2	 Deep	 Delayed	 urekebisho	 Orientierung	 	 0	 2.246661
104	 PA	 2	 1	 3	 Shallow	 Delayed	 mdanganyifu	 Betrüger	 mdanganyifu	 1	 9.623951
