id	 activity	 retrievalStrategy	 trial	 encodingStrategy	 retentionInterval	 textItemSw	 textItemDe	 response	 correct	 rt
103	 Rest	 Deep	 1	 Deep	 Immediate	 ubunifu	 Kreativität	 unaweza	 0	 5.948411
103	 Rest	 Deep	 2	 Deep	 Immediate	 mshambulizi	 Angreifer	 mshambulizi	 1	 16.125413
103	 Rest	 Deep	 3	 Deep	 Immediate	 mwimbaji	 Sänger	 mwambji	 0	 12.776459
103	 Rest	 Deep	 4	 Shallow	 Immediate	 utamaduni	 Kultur	 heshima	 0	 7.788870
103	 Rest	 Deep	 5	 Shallow	 Immediate	 kiwiliwili	 Körper	 yuto	 0	 17.471943
103	 Rest	 Deep	 6	 Deep	 Immediate	 ugomaji	 Aufstand	 ugoshai	 0	 12.648468
103	 Rest	 Deep	 7	 Deep	 Immediate	 banguko	 Lawine	 bangoku	 0	 5.691005
103	 Rest	 Deep	 8	 Shallow	 Immediate	 kudhibiti	 Kontrolle	 kuchachu	 0	 24.566180
103	 Rest	 Deep	 9	 Deep	 Immediate	 unaweza	 Können	 unaweza	 1	 13.527739
103	 Rest	 Deep	 10	 Shallow	 Immediate	 kilindo	 Übersicht	 	 0	 9.288523
103	 Rest	 Deep	 11	 Shallow	 Immediate	 kuhatarisha	 Gefährdung	 kasharji	 0	 17.654340
103	 Rest	 Deep	 12	 Shallow	 Immediate	 uhasibu	 Abrechnung	 ukaribatu	 0	 17.363975
103	 Rest	 Deep	 13	 Shallow	 Immediate	 kuchelewa	 Verzögerung	 ma	 0	 19.917759
103	 Rest	 Deep	 14	 Shallow	 Immediate	 diwani	 Kanzler	 diwali	 0	 3.870156
103	 Rest	 Deep	 15	 Deep	 Immediate	 maongozi	 System	 mena	 0	 81.929186
103	 Rest	 Deep	 16	 Deep	 Immediate	 mtihani	 Prüfung	 mtihani	 1	 3.762700
103	 Rest	 Shallow	 1	 Shallow	 Immediate	 kuhatarisha	 Gefährdung	 kuhatarisha	 1	 5.020145
103	 Rest	 Shallow	 2	 Deep	 Immediate	 maongozi	 System	 maongozi	 1	 9.199817
103	 Rest	 Shallow	 3	 Shallow	 Immediate	 uhasibu	 Abrechnung	 uhasibu	 1	 7.611330
103	 Rest	 Shallow	 4	 Deep	 Immediate	 ugomaji	 Aufstand	 ugomaji	 1	 3.421961
103	 Rest	 Shallow	 5	 Deep	 Immediate	 ubunifu	 Kreativität	 ubunifu	 1	 2.535973
103	 Rest	 Shallow	 6	 Shallow	 Immediate	 kuchelewa	 Verzögerung	 kuchelewa	 1	 4.665780
103	 Rest	 Shallow	 7	 Shallow	 Immediate	 utamaduni	 Kultur	 udhaifu	 0	 9.852965
103	 Rest	 Shallow	 8	 Deep	 Immediate	 unaweza	 Können	 unaweza	 1	 2.115330
103	 Rest	 Shallow	 9	 Shallow	 Immediate	 kilindo	 Übersicht	 kilindo	 1	 3.797357
103	 Rest	 Shallow	 10	 Shallow	 Immediate	 kiwiliwili	 Körper	 kiwiliwili	 1	 2.517492
103	 Rest	 Shallow	 11	 Deep	 Immediate	 mshambulizi	 Angreifer	 mshambulizi	 1	 3.074090
103	 Rest	 Shallow	 12	 Deep	 Immediate	 mtihani	 Prüfung	 mtihani	 1	 2.558404
103	 Rest	 Shallow	 13	 Deep	 Immediate	 banguko	 Lawine	 banguko	 1	 2.264817
103	 Rest	 Shallow	 14	 Deep	 Immediate	 mwimbaji	 Sänger	 mwimbaji	 1	 2.386582
103	 Rest	 Shallow	 15	 Shallow	 Immediate	 kudhibiti	 Kontrolle	 kudhibiti	 1	 5.201744
103	 Rest	 Shallow	 16	 Shallow	 Immediate	 diwani	 Kanzler	 diwani	 1	 3.385425
