id	 activity	 block	 run	 trial	 encodingStrategy	 retentionInterval	 textItemSw	 textItemDe	 response	 correct	 rt
103	 PA	 1	 1	 1	 Deep	 Immediate	 ufungaji	 Verpackung	 	 0	 4.282222
103	 PA	 1	 1	 2	 Shallow	 Immediate	 mshtuko	 Schock	 mshtuko	 1	 7.322537
103	 PA	 1	 1	 3	 Shallow	 Immediate	 nadharia	 Theorie	 tasawari	 0	 9.299828
103	 PA	 1	 1	 4	 Deep	 Delayed	 ushindani	 Wettbewerb	 	 0	 3.328700
103	 PA	 1	 1	 5	 Shallow	 Delayed	 kirembo	 Schönheit	 kirembo	 1	 7.961489
103	 PA	 1	 1	 6	 Deep	 Immediate	 matarajio	 Hoffnung	 	 0	 4.009721
103	 PA	 1	 1	 7	 Deep	 Delayed	 uagizaji	 Auftrag	 	 0	 6.446919
103	 PA	 1	 1	 8	 Shallow	 Delayed	 kikuti	 Zufall	 nderemo	 0	 12.422571
103	 PA	 1	 2	 1	 Shallow	 Delayed	 kirembo	 Schönheit	 kirembo	 1	 6.546194
103	 PA	 1	 2	 2	 Shallow	 Delayed	 kikuti	 Zufall	 kikuti	 1	 6.069050
103	 PA	 1	 2	 3	 Deep	 Delayed	 ushindani	 Wettbewerb	 	 0	 14.730930
103	 PA	 1	 2	 4	 Shallow	 Immediate	 mshtuko	 Schock	 mshtuko	 1	 8.124185
103	 PA	 1	 2	 5	 Deep	 Immediate	 matarajio	 Hoffnung	 	 0	 6.134322
103	 PA	 1	 2	 6	 Deep	 Immediate	 ufungaji	 Verpackung	 	 0	 9.300995
103	 PA	 1	 2	 7	 Shallow	 Immediate	 nadharia	 Theorie	 tasawari	 0	 10.292922
103	 PA	 1	 2	 8	 Deep	 Delayed	 uagizaji	 Auftrag	 uakizaji	 0	 6.631933
103	 PA	 1	 3	 1	 Deep	 Immediate	 ufungaji	 Verpackung	 ufungaji	 1	 8.828589
103	 PA	 1	 3	 2	 Shallow	 Immediate	 mshtuko	 Schock	 mshtuko	 1	 3.148569
103	 PA	 1	 3	 3	 Shallow	 Delayed	 kirembo	 Schönheit	 kirembo	 1	 3.277300
103	 PA	 1	 3	 4	 Deep	 Delayed	 ushindani	 Wettbewerb	 lawaani	 0	 16.688284
103	 PA	 1	 3	 5	 Shallow	 Immediate	 nadharia	 Theorie	 nadharia	 1	 4.928944
103	 PA	 1	 3	 6	 Shallow	 Delayed	 kikuti	 Zufall	 kikuti	 1	 2.343883
103	 PA	 1	 3	 7	 Deep	 Immediate	 matarajio	 Hoffnung	 mataashi	 0	 18.122659
103	 PA	 1	 3	 8	 Deep	 Delayed	 uagizaji	 Auftrag	 uagaji	 0	 21.652899
103	 PA	 1	 4	 1	 Shallow	 Immediate	 nadharia	 Theorie	 nadharia	 1	 2.901931
103	 PA	 1	 4	 2	 Shallow	 Immediate	 mshtuko	 Schock	 mshtuko	 1	 3.590606
103	 PA	 1	 4	 3	 Shallow	 Delayed	 kikuti	 Zufall	 kikuti	 1	 2.428507
103	 PA	 1	 4	 4	 Shallow	 Delayed	 kirembo	 Schönheit	 kirembo	 1	 2.810777
103	 PA	 1	 4	 5	 Deep	 Delayed	 uagizaji	 Auftrag	 uagizaji	 1	 9.485976
103	 PA	 1	 4	 6	 Deep	 Immediate	 matarajio	 Hoffnung	 magazaji	 0	 10.010481
103	 PA	 1	 4	 7	 Deep	 Delayed	 ushindani	 Wettbewerb	 ufungaji	 0	 7.401739
103	 PA	 1	 4	 8	 Deep	 Immediate	 ufungaji	 Verpackung	 ufungaji	 1	 5.449170
103	 PA	 1	 5	 1	 Deep	 Delayed	 uagizaji	 Auftrag	 uagazaji	 0	 8.785168
103	 PA	 1	 5	 2	 Shallow	 Delayed	 kirembo	 Schönheit	 kirembo	 1	 2.888145
103	 PA	 1	 5	 3	 Shallow	 Immediate	 mshtuko	 Schock	 mshtuko	 1	 2.656010
103	 PA	 1	 5	 4	 Deep	 Immediate	 ufungaji	 Verpackung	 ufungaji	 1	 11.056973
103	 PA	 1	 5	 5	 Shallow	 Delayed	 kikuti	 Zufall	 kikuti	 1	 2.089683
103	 PA	 1	 5	 6	 Deep	 Immediate	 matarajio	 Hoffnung	 matarajio	 1	 7.324428
103	 PA	 1	 5	 7	 Deep	 Delayed	 ushindani	 Wettbewerb	 uashingo	 0	 10.592359
103	 PA	 1	 5	 8	 Shallow	 Immediate	 nadharia	 Theorie	 nadharia	 1	 3.423222
103	 PA	 1	 6	 1	 Shallow	 Immediate	 nadharia	 Theorie	 nadharia	 1	 3.454125
103	 PA	 1	 6	 2	 Shallow	 Delayed	 kirembo	 Schönheit	 kirembo	 1	 3.605006
